Life expectancy,GDP,Population,Country
0.9060749676863429,0.45026598848960414,1.0,Germany
1.0,0.46081224792864744,0.0,Japan
0.87893149504524,1.0,0.004342795435977311,Luxembourg
0.0,0.0,0.020854847098002456,Uzbekistan
